"COMUNA","MACROZONA","id","stock_id","res","ct","yr"
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",149,2015
"HUALPEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1,2018
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",9,2020
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",10817,2015
"LOTA","CENTRO Y SUR",26,"Merluccius gayi","Low",31,2016
"COBQUECURA","CENTRO Y SUR",26,"Merluccius gayi","Low",3,2016
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",228,2015
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",519,2016
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",10816,2015
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",40,2017
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",1197,2013
"NAVIDAD","CENTRO Y SUR",26,"Merluccius gayi","Low",16,2020
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",404,2016
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",407,2021
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",175,2017
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",16,2018
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",161,2018
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",225,2014
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",84,2013
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",726,2013
"TIRUA","CENTRO Y SUR",26,"Merluccius gayi","Low",195,2017
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",48,2016
"HUALPEN","CENTRO Y SUR",26,"Merluccius gayi","Low",2,2013
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",38,2015
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",1010,2012
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",21269,2013
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",1059,2013
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",21270,2013
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",11,2013
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",21,2015
"PENCO","CENTRO Y SUR",26,"Merluccius gayi","Low",10,2021
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",276,2013
"COBQUECURA","CENTRO Y SUR",26,"Merluccius gayi","Low",3,2018
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",672,2015
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",256,2021
"PELLUHUE","CENTRO Y SUR",26,"Merluccius gayi","Low",1472,2012
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",170,2015
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",4175,2012
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",221,2015
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1575,2020
"PENCO","CENTRO Y SUR",26,"Merluccius gayi","Low",2,2016
"CONSTITUCION","CENTRO Y SUR",26,"Merluccius gayi","Low",3602,2013
"COBQUECURA","CENTRO Y SUR",26,"Merluccius gayi","Low",7,2015
"LOTA","CENTRO Y SUR",26,"Merluccius gayi","Low",172,2013
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",915,2018
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",675,2019
"LEBU","CENTRO Y SUR",26,"Merluccius gayi","Low",106,2013
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",72,2017
"CHANCO","CENTRO Y SUR",26,"Merluccius gayi","Low",139,2016
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",282,2016
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1539,2021
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",1088,2017
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",1292,2013
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",764,2016
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",1086,2017
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",320,2015
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",177,2018
"LOTA","CENTRO Y SUR",26,"Merluccius gayi","Low",34,2015
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1269,2019
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",568,2021
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",770,2014
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1852,2020
"PENCO","CENTRO Y SUR",26,"Merluccius gayi","Low",4,2013
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",854,2015
"CORONEL","CENTRO Y SUR",26,"Merluccius gayi","Low",448,2012
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",578,2021
"PENCO","CENTRO Y SUR",26,"Merluccius gayi","Low",6,2020
"ARAUCO","CENTRO Y SUR",26,"Merluccius gayi","Low",100,2013
"TALCAHUANO","CENTRO Y SUR",26,"Merluccius gayi","Low",23540,2012
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",105,2015
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1142,2016
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",291,2017
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",856,2014
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",769,2016
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",201,2019
"PICHILEMU","CENTRO Y SUR",26,"Merluccius gayi","Low",373,2014
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",1665,2013
"LICANTEN","CENTRO Y SUR",26,"Merluccius gayi","Low",1795,2021
"COBQUECURA","CENTRO Y SUR",26,"Merluccius gayi","Low",44,2019
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",861,2015
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",775,2020
"PENCO","CENTRO Y SUR",26,"Merluccius gayi","Low",2,2017
"TOME","CENTRO Y SUR",26,"Merluccius gayi","Low",791,2020
"LOTA","CENTRO Y SUR",26,"Merluccius gayi","Low",2,2021
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",277,2020
"LOTA","CENTRO Y SUR",26,"Merluccius gayi","Low",5,2017
"VICHUQUEN","CENTRO Y SUR",26,"Merluccius gayi","Low",141,2017
"CORONEL","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",6668,2013
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",3840,2017
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",4521,2016
"CORONEL","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",3,2012
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",7487,2015
"CORONEL","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",105,2019
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",13417,2012
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",4918,2014
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",6341,2013
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",6062,2018
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",2159,2020
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",2789,2021
"LOTA","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",3986,2012
"LOTA","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",1110,2013
"TALCAHUANO","CENTRO Y SUR",27,"Macruronus magellanicus","Medium",1910,2019
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",174,2017
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",16,2017
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",297,2018
"PORVENIR","AUSTRAL",28,"Merluccius australis","Medium",44,2014
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",169,2017
"PORVENIR","AUSTRAL",28,"Merluccius australis","Medium",51,2012
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",482,2021
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",733,2020
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",13,2018
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",849,2015
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",302,2018
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",150,2014
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",8,2019
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",854,2015
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",637,2016
"PORVENIR","AUSTRAL",28,"Merluccius australis","Medium",8,2015
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",909,2012
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",701,2013
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",684,2020
"PUNTA ARENAS","AUSTRAL",28,"Merluccius australis","Medium",25,2015
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",8,2016
"PUNTA ARENAS","AUSTRAL",28,"Merluccius australis","Medium",12,2018
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",53,2017
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",6,2020
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",3,2019
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",304,2021
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",281,2021
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",183,2012
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",26,2013
"PUNTA ARENAS","AUSTRAL",28,"Merluccius australis","Medium",14,2016
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",461,2021
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",889,2014
"PORVENIR","AUSTRAL",28,"Merluccius australis","Medium",4,2013
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",38,2016
"PUNTA ARENAS","AUSTRAL",28,"Merluccius australis","Medium",30,2014
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",26,2015
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",482,2019
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",36,2016
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",8,2019
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",53,2013
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",32,2020
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",633,2016
"PUNTA ARENAS","AUSTRAL",28,"Merluccius australis","Medium",1,2019
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",23,2018
"CISNES","AUSTRAL",28,"Merluccius australis","Medium",487,2019
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",16,2018
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",2,2021
"PUNTA ARENAS","AUSTRAL",28,"Merluccius australis","Medium",51,2013
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",80,2020
"PORVENIR","AUSTRAL",28,"Merluccius australis","Medium",18,2016
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",58,2012
"NATALES","AUSTRAL",28,"Merluccius australis","Medium",34,2014
"TORTEL","AUSTRAL",28,"Merluccius australis","Medium",2,2018
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",58,2017
"PUNTA ARENAS","AUSTRAL",28,"Merluccius australis","Medium",231,2012
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",107,2015
"AYSEN","AUSTRAL",28,"Merluccius australis","Medium",102,2015
"ANCUD","SUR",28,"Merluccius australis","Medium",141,2013
"ANCUD","SUR",28,"Merluccius australis","Medium",200,2018
"CHAITEN","SUR",28,"Merluccius australis","Medium",23,2021
"ANCUD","SUR",28,"Merluccius australis","Medium",160,2019
"CALBUCO","SUR",28,"Merluccius australis","Medium",810,2020
"ANCUD","SUR",28,"Merluccius australis","Medium",156,2014
"ANCUD","SUR",28,"Merluccius australis","Medium",144,2013
"CHAITEN","SUR",28,"Merluccius australis","Medium",924,2017
"CHAITEN","SUR",28,"Merluccius australis","Medium",1377,2016
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",216,2021
"ANCUD","SUR",28,"Merluccius australis","Medium",202,2018
"ANCUD","SUR",28,"Merluccius australis","Medium",319,2015
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",1171,2019
"CHAITEN","SUR",28,"Merluccius australis","Medium",2194,2015
"CHAITEN","SUR",28,"Merluccius australis","Medium",2,2019
"CHAITEN","SUR",28,"Merluccius australis","Medium",1618,2012
"CHAITEN","SUR",28,"Merluccius australis","Medium",758,2020
"CALBUCO","SUR",28,"Merluccius australis","Medium",1421,2021
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",206,2021
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",1445,2018
"CHONCHI","SUR",28,"Merluccius australis","Medium",1,2020
"ANCUD","SUR",28,"Merluccius australis","Medium",152,2017
"DALCAHUE","SUR",28,"Merluccius australis","Medium",19,2016
"ANCUD","SUR",28,"Merluccius australis","Medium",272,2016
"DALCAHUE","SUR",28,"Merluccius australis","Medium",28,2017
"CHAITEN","SUR",28,"Merluccius australis","Medium",18,2020
"CURACO DE VELEZ","SUR",28,"Merluccius australis","Medium",2,2016
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",407,2020
"CHAITEN","SUR",28,"Merluccius australis","Medium",1898,2013
"CHAITEN","SUR",28,"Merluccius australis","Medium",28,2017
"CHAITEN","SUR",28,"Merluccius australis","Medium",72,2018
"CHAITEN","SUR",28,"Merluccius australis","Medium",706,2019
"QUEMCHI","SUR",28,"Merluccius australis","Medium",95,2012
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",398,2020
"ANCUD","SUR",28,"Merluccius australis","Medium",119,2012
"DALCAHUE","SUR",28,"Merluccius australis","Medium",66,2019
"DALCAHUE","SUR",28,"Merluccius australis","Medium",60,2015
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",936,2018
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",857,2014
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",1502,2015
"CHAITEN","SUR",28,"Merluccius australis","Medium",1174,2021
"DALCAHUE","SUR",28,"Merluccius australis","Medium",163,2020
"ANCUD","SUR",28,"Merluccius australis","Medium",60,2021
"ANCUD","SUR",28,"Merluccius australis","Medium",152,2019
"QUINCHAO","SUR",28,"Merluccius australis","Medium",23,2016
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",866,2020
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",1417,2017
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",1716,2016
"ANCUD","SUR",28,"Merluccius australis","Medium",270,2016
"CASTRO","SUR",28,"Merluccius australis","Medium",1,2021
"CHAITEN","SUR",28,"Merluccius australis","Medium",176,2016
"DALCAHUE","SUR",28,"Merluccius australis","Medium",70,2018
"DALCAHUE","SUR",28,"Merluccius australis","Medium",376,2021
"CHAITEN","SUR",28,"Merluccius australis","Medium",1296,2014
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",847,2012
"QUEMCHI","SUR",28,"Merluccius australis","Medium",32,2014
"CASTRO","SUR",28,"Merluccius australis","Medium",181,2013
"ANCUD","SUR",28,"Merluccius australis","Medium",104,2020
"QUINCHAO","SUR",28,"Merluccius australis","Medium",14,2015
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",1161,2021
"CASTRO","SUR",28,"Merluccius australis","Medium",610,2021
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",551,2013
"CASTRO","SUR",28,"Merluccius australis","Medium",4,2020
"CALBUCO","SUR",28,"Merluccius australis","Medium",1456,2014
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",739,2016
"CHAITEN","SUR",28,"Merluccius australis","Medium",2,2013
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",2050,2015
"QUEILEN","SUR",28,"Merluccius australis","Medium",1,2016
"OSORNO","SUR",28,"Merluccius australis","Medium",13,2012
"CASTRO","SUR",28,"Merluccius australis","Medium",397,2015
"QUINCHAO","SUR",28,"Merluccius australis","Medium",31,2019
"QUINCHAO","SUR",28,"Merluccius australis","Medium",18,2017
"CHAITEN","SUR",28,"Merluccius australis","Medium",1008,2018
"CASTRO","SUR",28,"Merluccius australis","Medium",574,2020
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",530,2019
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",1163,2017
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",641,2017
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",883,2013
"CASTRO","SUR",28,"Merluccius australis","Medium",9,2019
"CHAITEN","SUR",28,"Merluccius australis","Medium",256,2015
"QUEMCHI","SUR",28,"Merluccius australis","Medium",4,2018
"CASTRO","SUR",28,"Merluccius australis","Medium",171,2012
"ANCUD","SUR",28,"Merluccius australis","Medium",67,2021
"QUEILEN","SUR",28,"Merluccius australis","Medium",3,2019
"QUINCHAO","SUR",28,"Merluccius australis","Medium",12,2020
"QUINCHAO","SUR",28,"Merluccius australis","Medium",3,2013
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",997,2019
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",2178,2016
"CALBUCO","SUR",28,"Merluccius australis","Medium",1287,2015
"CALBUCO","SUR",28,"Merluccius australis","Medium",1330,2017
"SAN JUAN DE LA COSTA","SUR",28,"Merluccius australis","Medium",9,2016
"CALBUCO","SUR",28,"Merluccius australis","Medium",1551,2013
"OSORNO","SUR",28,"Merluccius australis","Medium",2,2016
"SAAVEDRA","SUR",28,"Merluccius australis","Medium",2,2019
"QUINCHAO","SUR",28,"Merluccius australis","Medium",19,2018
"QUEMCHI","SUR",28,"Merluccius australis","Medium",252,2016
"QUEILEN","SUR",28,"Merluccius australis","Medium",4,2021
"CASTRO","SUR",28,"Merluccius australis","Medium",419,2019
"QUEMCHI","SUR",28,"Merluccius australis","Medium",14,2016
"CALBUCO","SUR",28,"Merluccius australis","Medium",1282,2015
"CALBUCO","SUR",28,"Merluccius australis","Medium",1287,2018
"PUERTO MONTT","SUR",28,"Merluccius australis","Medium",447,2018
"SAN JUAN DE LA COSTA","SUR",28,"Merluccius australis","Medium",3,2018
"DALCAHUE","SUR",28,"Merluccius australis","Medium",28,2013
"QUEMCHI","SUR",28,"Merluccius australis","Medium",316,2013
"QUEMCHI","SUR",28,"Merluccius australis","Medium",8,2021
"TOLTEN","SUR",28,"Merluccius australis","Medium",2,2019
"QUEILEN","SUR",28,"Merluccius australis","Medium",2,2015
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",2228,2013
"QUEMCHI","SUR",28,"Merluccius australis","Medium",175,2017
"SAN JUAN DE LA COSTA","SUR",28,"Merluccius australis","Medium",1,2015
"CALBUCO","SUR",28,"Merluccius australis","Medium",1046,2019
"QUEMCHI","SUR",28,"Merluccius australis","Medium",11,2019
"CURACO DE VELEZ","SUR",28,"Merluccius australis","Medium",7,2021
"QUEMCHI","SUR",28,"Merluccius australis","Medium",50,2015
"QUEMCHI","SUR",28,"Merluccius australis","Medium",324,2019
"CASTRO","SUR",28,"Merluccius australis","Medium",303,2014
"CALBUCO","SUR",28,"Merluccius australis","Medium",1651,2016
"QUINCHAO","SUR",28,"Merluccius australis","Medium",13,2021
"QUEMCHI","SUR",28,"Merluccius australis","Medium",1,2017
"QUEMCHI","SUR",28,"Merluccius australis","Medium",399,2020
"CURACO DE VELEZ","SUR",28,"Merluccius australis","Medium",5,2019
"CALBUCO","SUR",28,"Merluccius australis","Medium",1331,2017
"QUEMCHI","SUR",28,"Merluccius australis","Medium",228,2021
"QUEMCHI","SUR",28,"Merluccius australis","Medium",371,2015
"CURACO DE VELEZ","SUR",28,"Merluccius australis","Medium",2,2018
"HUALAIHUE","SUR",28,"Merluccius australis","Medium",2481,2015
"QUEMCHI","SUR",28,"Merluccius australis","Medium",163,2013
"CASTRO","SUR",28,"Merluccius australis","Medium",282,2016
"CASTRO","SUR",28,"Merluccius australis","Medium",1,2016
"CASTRO","SUR",28,"Merluccius australis","Medium",221,2017
"CASTRO","SUR",28,"Merluccius australis","Medium",306,2018
"CASTRO","SUR",28,"Merluccius australis","Medium",1,2017
"CALBUCO","SUR",28,"Merluccius australis","Medium",1280,2012
"QUEMCHI","SUR",28,"Merluccius australis","Medium",201,2018
"ARAUCO","CENTRO Y SUR",29,"Stromateus stellatus","High",14,2013
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",2296,2021
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",1413,2019
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",1317,2014
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",575,2015
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",1988,2012
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",1747,2015
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",169,2018
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",895,2019
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",15129,2017
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",404,2013
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",177,2018
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",1159,2016
"LEBU","CENTRO Y SUR",29,"Stromateus stellatus","High",3,2013
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",1819,2017
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",7775,2016
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",2054,2020
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",468,2012
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",524,2015
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",6711,2020
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",843,2021
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",1223,2015
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",2308,2019
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",672,2018
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",3139,2021
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",924,2013
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",5176,2017
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",4657,2020
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",4364,2016
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",268,2013
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",670,2019
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",506,2013
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",20305,2017
"LOTA","CENTRO Y SUR",29,"Stromateus stellatus","High",3421,2016
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",1849,2014
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",546,2021
"CORONEL","CENTRO Y SUR",29,"Stromateus stellatus","High",503,2018
"TALCAHUANO","CENTRO Y SUR",29,"Stromateus stellatus","High",1813,2020
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",17,2016
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",16,2015
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",19,2012
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",40,2019
"SAN ANTONIO","CENTRO",30,"Lampris guttatus","Medium",5,2018
"SAN ANTONIO","CENTRO",30,"Lampris guttatus","Medium",2,2019
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",8,2013
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",11,2020
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",26,2021
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",46,2017
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",15,2014
"SAN ANTONIO","CENTRO",30,"Lampris guttatus","Medium",2,2017
"COQUIMBO","CENTRO",30,"Lampris guttatus","Medium",41,2018
"SAN ANTONIO","CENTRO",30,"Lampris guttatus","Medium",6,2016
"SAN ANTONIO","CENTRO",30,"Lampris guttatus","Medium",1,2015
"SAN ANTONIO","CENTRO",30,"Lampris guttatus","Medium",1,2021
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",2,2016
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",5,2017
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",9,2020
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",9,2014
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",15,2018
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",9,2015
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",4,2019
"SAN ANTONIO","CENTRO",31,"Menticirrhus ophicephalus","High",23,2021
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",1,2018
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",16,2018
"HUALPEN","CENTRO Y SUR",34,"Brama australis","Medium",1,2016
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",128,2020
"HUALPEN","CENTRO Y SUR",34,"Brama australis","Medium",7,2015
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",420,2017
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",254,2017
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",1,2014
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",1,2016
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",228,2020
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",636,2016
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",133,2020
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",1,2013
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",492,2016
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",414,2019
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",446,2018
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",26215,2021
"CHANCO","CENTRO Y SUR",34,"Brama australis","Medium",458,2017
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",625,2018
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",81,2020
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",273,2021
"PICHILEMU","CENTRO Y SUR",34,"Brama australis","Medium",11,2013
"LICANTEN","CENTRO Y SUR",34,"Brama australis","Medium",227,2012
"PELLUHUE","CENTRO Y SUR",34,"Brama australis","Medium",648,2015
"TIRUA","CENTRO Y SUR",34,"Brama australis","Medium",130,2019
"ARAUCO","CENTRO Y SUR",34,"Brama australis","Medium",67,2021
"CORONEL","CENTRO Y SUR",34,"Brama australis","Medium",64,2020
"LEBU","CENTRO Y SUR",34,"Brama australis","Medium",25942,2021
